"trip_id","arrival_time","departure_time","stop_id","stop_sequence","stop_headsign","pickup_type","drop_off_type","continuous_pickup","continuous_drop_off","shape_dist_traveled","timepoint"
"102822-408","06:48:30","06:48:30","102822-NODE/7057928790","13","","","","","","","0"
"102822-408","06:50:03","06:50:03","102822-NODE/7057928789","14","","","","","","","0"
"102822-408","06:50:35","06:50:35","102822-NODE/10602792736","15","","","","","","","0"
"102822-408","06:51:28","06:51:28","102822-NODE/10855886537","16","","","","","","","0"
"102822-408","06:53:51","06:53:51","102822-NODE/7057928788","17","","","","","","","0"
"102822-408","06:55:31","06:55:31","102822-NODE/10860881265","18","","","","","","","0"
"102822-408","06:58:19","06:58:19","102822-NODE/7082468482","19","","","","","","","0"
"102822-408","06:59:02","06:59:02","102822-NODE/10612175582","20","","","","","","","0"
"102822-408","06:59:51","06:59:51","102822-NODE/10860881263","21","","","","","","","0"
"102822-408","07:00:39","07:00:39","102822-NODE/7082468481","22","","","","","","","0"
"102822-408","07:01:07","07:01:07","102822-NODE/10860881262","23","","","","","","","0"
"102822-408","07:02:11","07:02:11","102822-NODE/7082468480","24","","","","","","","0"
"102822-408","07:02:30","07:02:30","102822-NODE/10860881261","25","","","","","","","0"
"102822-408","07:03:15","07:03:15","102822-NODE/7082468479","26","","","","","","","0"
"102822-408","07:03:59","07:03:59","102822-NODE/7082468478","27","","","","","","","0"
"102822-408","07:04:44","07:04:44","102822-NODE/7082468477","28","","","","","","","0"
"102822-408","07:05:44","07:05:44","102822-NODE/10871005532","29","","","","","","","0"
"102822-408","07:06:33","07:06:33","102822-NODE/7082468476","30","","","","","","","0"
"102822-408","07:07:00","07:07:00","102822-NODE/10871005531","31","","","","","","","0"
"102822-408","07:07:40","07:07:40","102822-NODE/7082468475","32","","","","","","","0"
"102822-408","07:09:30","07:09:30","102822-NODE/7082468474","33","","","","","","","0"
"102822-408","07:10:24","07:10:24","102822-NODE/10839915219","34","","","","","","","0"
"102822-408","07:11:00","07:11:00","102822-NODE/7082468472","35","","","","","","","0"
"102822-409","06:00:00","06:00:00","102822-NODE/7055717195","0","","","","","","","0"
"102822-409","06:00:43","06:00:43","102822-NODE/10857026960","1","","","","","","","0"
"102822-409","06:01:48","06:01:48","102822-NODE/7082468471","2","","","","","","","0"
"102822-409","06:02:30","06:02:30","102822-NODE/7082468470","3","","","","","","","0"
"102822-409","06:03:42","06:03:42","102822-NODE/7055717194","4","","","","","","","0"
"102822-409","06:04:17","06:04:17","102822-NODE/10857026959","5","","","","","","","0"
"102822-409","06:04:44","06:04:44","102822-NODE/7085152208","6","","","","","","","0"
"102822-409","06:05:36","06:05:36","102822-NODE/10857026958","7","","","","","","","0"
"102822-409","06:07:18","06:07:18","102822-NODE/7082468468","8","","","","","","","0"
"102822-409","06:07:54","06:07:54","102822-NODE/7085152207","9","","","","","","","0"
"102822-409","06:08:13","06:08:13","102822-NODE/7082468467","10","","","","","","","0"
"102822-409","06:08:51","06:08:51","102822-NODE/7055717193","11","","","","","","","0"
"102822-409","06:09:22","06:09:22","102822-NODE/7085152206","12","","","","","","","0"
"102822-409","06:10:09","06:10:09","102822-NODE/9229594147","13","","","","","","","0"
"102822-409","06:10:20","06:10:20","102822-NODE/10857026956","14","","","","","","","0"
"102822-409","06:10:55","06:10:55","102822-NODE/7082468466","15","","","","","","","0"
"102822-409","06:11:43","06:11:43","102822-NODE/10857026955","16","","","","","","","0"
"102822-409","06:12:24","06:12:24","102822-NODE/10857026954","17","","","","","","","0"
"102822-409","06:13:13","06:13:13","102822-NODE/7055717192","18","","","","","","","0"
"102822-409","06:14:17","06:14:17","102822-NODE/7082468464","19","","","","","","","0"
"102822-409","06:15:51","06:15:51","102822-NODE/7082468463","20","","","","","","","0"
"102822-409","06:16:09","06:16:09","102822-NODE/7055717191","21","","","","","","","0"
"102822-409","06:17:19","06:17:19","102822-NODE/7076873476","22","","","","","","","0"
"102822-409","06:17:42","06:17:42","102822-NODE/10861149962","23","","","","","","","0"
"102822-409","06:18:22","06:18:22","102822-NODE/7076873475","24","","","","","","","0"
"102822-409","06:19:48","06:19:48","102822-NODE/9337342510","25","","","","","","","0"
"102822-409","06:20:34","06:20:34","102822-NODE/7055717190","26","","","","","","","0"
"102822-409","06:22:21","06:22:21","102822-NODE/7055717189","27","","","","","","","0"
"102822-409","06:23:29","06:23:29","102822-NODE/7055717188","28","","","","","","","0"
"102822-409","06:23:48","06:23:48","102822-NODE/10857026952","29","","","","","","","0"
"102822-409","06:24:15","06:24:15","102822-NODE/10861149960","30","","","","","","","0"
"102822-409","06:24:38","06:24:38","102822-NODE/7057928786","31","","","","","","","0"
"102822-409","06:25:49","06:25:49","102822-NODE/7055717187","32","","","","","","","0"
"102822-409","06:27:10","06:27:10","102822-NODE/7076873474","33","","","","","","","0"
"102822-409","06:28:09","06:28:09","102822-NODE/10857026951","34","","","","","","","0"
"102822-409","06:29:24","06:29:24","102822-NODE/7079601693","35","","","","","","","0"
"102822-409","06:32:16","06:32:16","102822-NODE/7079601692","36","","","","","","","0"
"102822-409","06:34:11","06:34:11","102822-NODE/7082468462","37","","","","","","","0"
"102822-409","06:35:31","06:35:31","102822-NODE/7082468461","38","","","","","","","0"
"102822-409","06:39:00","06:39:00","102822-NODE/7079601691","39","","","","","","","0"
"102822-409","06:41:00","06:41:00","102822-NODE/7055147054","40","","","","","","","0"
"102822-409","06:44:35","06:44:35","102822-NODE/7079601690","41","","","","","","","0"
"102822-409","06:56:55","06:56:55","102822-NODE/9272827000","42","","","","","","","0"
"102822-409","07:04:19","07:04:19","102822-NODE/9229594145","43","","","","","","","0"
"102822-409","07:07:05","07:07:05","102822-NODE/7052366503","44","","","","","","","0"
"102822-409","07:09:05","07:09:05","102822-NODE/7052366502","45","","","","","","","0"
"102822-409","07:11:11","07:11:11","102822-NODE/7055596701","46","","","","","","","0"
"102822-409","07:18:01","07:18:01","102822-NODE/7052366501","47","","","","","","","0"
"102822-409","07:20:00","07:20:00","102822-NODE/7055147061","48","","","","","","","0"
"102822-41","06:00:00","06:00:00","102822-NODE/7055596706","0","","","","","","","0"
"102822-41","06:01:35","06:01:35","102822-NODE/10741112449","1","","","","","","","0"
"102822-41","06:03:11","06:03:11","102822-NODE/7855287159","2","","","","","","","0"
"102822-41","06:04:27","06:04:27","102822-NODE/10741112448","3","","","","","","","0"
"102822-41","06:07:44","06:07:44","102822-NODE/7055596705","4","","","","","","","0"
"102822-41","06:10:52","06:10:52","102822-NODE/7876057940","5","","","","","","","0"
"102822-41","06:11:52","06:11:52","102822-NODE/10741112447","6","","","","","","","0"
"102822-41","06:13:46","06:13:46","102822-NODE/7055596704","7","","","","","","","0"
"102822-41","06:15:26","06:15:26","102822-NODE/10589324383","8","","","","","","","0"
"102822-41","06:17:01","06:17:01","102822-NODE/7876023214","9","","","","","","","0"
"102822-41","06:18:14","06:18:14","102822-NODE/10589324382","10","","","","","","","0"
"102822-41","06:19:18","06:19:18","102822-NODE/7082416536","11","","","","","","","0"
"102822-41","06:20:36","06:20:36","102822-NODE/7052366507","12","","","","","","","0"
"102822-41","06:22:16","06:22:16","102822-NODE/7873450785","13","","","","","","","0"
"102822-41","06:23:22","06:23:22","102822-NODE/7844053285","14","","","","","","","0"
"102822-41","06:25:09","06:25:09","102822-NODE/7052366506","15","","","","","","","0"
"102822-41","06:26:07","06:26:07","102822-NODE/7876023212","16","","","","","","","0"
"102822-41","06:27:55","06:27:55","102822-NODE/7873450686","17","","","","","","","0"
"102822-41","06:28:31","06:28:31","102822-NODE/7052366505","18","","","","","","","0"
"102822-41","06:35:09","06:35:09","102822-NODE/7055596703","19","","","","","","","0"
"102822-41","06:41:28","06:41:28","102822-NODE/7052366504","20","","","","","","","0"
"102822-41","06:46:14","06:46:14","102822-NODE/7902877638","21","","","","","","","0"
"102822-41","06:48:22","06:48:22","102822-NODE/7082416534","22","","","","","","","0"
"102822-41","06:49:59","06:49:59","102822-NODE/7082416533","23","","","","","","","0"
"102822-41","07:14:51","07:14:51","102822-NODE/9272827000","24","","","","","","","0"
"102822-41","07:34:44","07:34:44","102822-NODE/7052366503","25","","","","","","","0"
"102822-41","07:38:39","07:38:39","102822-NODE/7052366502","26","","","","","","","0"
"102822-41","07:42:46","07:42:46","102822-NODE/7055596701","27","","","","","","","0"
"102822-41","07:56:08","07:56:08","102822-NODE/7052366501","28","","","","","","","0"
"102822-41","08:00:00","08:00:00","102822-NODE/7055147061","29","","","","","","","0"
"102822-410","06:00:00","06:00:00","102822-NODE/9229653494","0","","","","","","","0"
"102822-410","06:00:22","06:00:22","102822-NODE/10602318173","1","","","","","","","0"
"102822-410","06:00:43","06:00:43","102822-NODE/10602318174","2","","","","","","","0"
"102822-410","06:01:17","06:01:17","102822-NODE/10602318172","3","","","","","","","0"
"102822-410","06:01:39","06:01:39","102822-NODE/10602318171","4","","","","","","","0"
"102822-410","06:03:28","06:03:28","102822-NODE/10602318170","5","","","","","","","0"
"102822-410","06:04:54","06:04:54","102822-NODE/10602318169","6","","","","","","","0"
"102822-410","06:05:58","06:05:58","102822-NODE/10602318168","7","","","","","","","0"
"102822-410","06:09:18","06:09:18","102822-NODE/9293428944","8","","","","","","","0"
"102822-410","06:11:59","06:11:59","102822-NODE/7884552460","9","","","","","","","0"
"102822-410","06:12:44","06:12:44","102822-NODE/7847553386","10","","","","","","","0"
"102822-410","06:16:07","06:16:07","102822-NODE/7082468462","11","","","","","","","0"
"102822-410","06:17:21","06:17:21","102822-NODE/7082468461","12","","","","","","","0"
"102822-410","06:21:35","06:21:35","102822-NODE/7056274250","13","","","","","","","0"
"102822-410","06:21:54","06:21:54","102822-NODE/10570999966","14","","","","","","","0"
"102822-410","06:22:32","06:22:32","102822-NODE/7054787061","15","","","","","","","0"
"102822-410","06:23:00","06:23:00","102822-NODE/9229653488","16","","","","","","","0"
"102822-411","06:00:00","06:00:00","102822-NODE/9229653487","0","","","","","","","0"
"102822-411","06:09:32","06:09:32","102822-NODE/7066312418","1","","","","","","","0"
"102822-411","06:12:45","06:12:45","102822-NODE/10588802326","2","","","","","","","0"
"102822-411","06:13:37","06:13:37","102822-NODE/10602318179","3","","","","","","","0"
"102822-411","06:15:45","06:15:45","102822-NODE/10602318178","4","","","","","","","0"
"102822-411","06:18:07","06:18:07","102822-NODE/9229653483","5","","","","","","","0"
"102822-411","06:19:10","06:19:10","102822-NODE/10602318177","6","","","","","","","0"
"102822-411","06:20:57","06:20:57","102822-NODE/10602318176","7","","","","","","","0"
"102822-411","06:23:05","06:23:05","102822-NODE/9229653484","8","","","","","","","0"
"102822-411","06:23:31","06:23:31","102822-NODE/10602318175","9","","","","","","","0"
"102822-411","06:24:11","06:24:11","102822-NODE/9229653485","10","","","","","","","0"
"102822-411","06:25:00","06:25:00","102822-NODE/9229653486","11","","","","","","","0"
"102822-412","06:00:00","06:00:00","102822-NODE/9237456496","0","","","","","","","0"
"102822-412","06:15:00","06:15:00","102822-NODE/9237456495","1","","","","","","","0"
"102822-413","06:00:00","06:00:00","102822-NODE/9237456494","0","","","","","","","0"
"102822-413","06:01:53","06:01:53","102822-NODE/9237456493","1","","","","","","","0"
"102822-413","06:10:22","06:10:22","102822-NODE/9237456492","2","","","","","","","0"
"102822-413","06:12:38","06:12:38","102822-NODE/9237456491","3","","","","","","","0"
"102822-413","06:13:12","06:13:12","102822-NODE/9237456490","4","","","","","","","0"
"102822-413","06:15:00","06:15:00","102822-NODE/7170470250","5","","","","","","","0"
"102822-414","06:00:00","06:00:00","102822-NODE/7888269187","0","","","","","","","0"
"102822-414","06:02:35","06:02:35","102822-NODE/9237613500","1","","","","","","","0"
"102822-414","06:05:52","06:05:52","102822-NODE/7891134586","2","","","","","","","0"
"102822-414","06:07:17","06:07:17","102822-NODE/7891134585","3","","","","","","","0"
"102822-414","06:08:35","06:08:35","102822-NODE/9237613501","4","","","","","","","0"
"102822-414","06:10:43","06:10:43","102822-NODE/7078209306","5","","","","","","","0"
"102822-414","06:11:34","06:11:34","102822-NODE/6903097498","6","","","","","","","0"
"102822-414","06:15:00","06:15:00","102822-NODE/6903097497","7","","","","","","","0"
"102822-415","06:00:00","06:00:00","102822-NODE/9237613506","0","","","","","","","0"
"102822-415","06:00:57","06:00:57","102822-NODE/9237613505","1","","","","","","","0"
"102822-415","06:03:08","06:03:08","102822-NODE/9237613504","2","","","","","","","0"
"102822-415","06:12:03","06:12:03","102822-NODE/9237613503","3","","","","","","","0"
"102822-415","06:15:00","06:15:00","102822-NODE/7888284985","4","","","","","","","0"
"102822-416","06:00:00","06:00:00","102822-NODE/7170470250","0","","","","","","","0"
"102822-416","06:05:28","06:05:28","102822-NODE/7171370582","1","","","","","","","0"
"102822-416","06:10:00","06:10:00","102822-NODE/7888269186","2","","","","","","","0"
"102822-417","06:00:00","06:00:00","102822-NODE/6903097497","0","","","","","","","0"
"102822-417","06:02:09","06:02:09","102822-NODE/9237613504","1","","","","","","","0"
"102822-417","06:07:25","06:07:25","102822-NODE/7077860789","2","","","","","","","0"
"102822-417","06:07:52","06:07:52","102822-NODE/7888312787","3","","","","","","","0"
"102822-417","06:08:32","06:08:32","102822-NODE/7170470251","4","","","","","","","0"
"102822-417","06:10:00","06:10:00","102822-NODE/9238976231","5","","","","","","","0"
"102822-418","06:00:00","06:00:00","102822-NODE/7888461185","0","","","","","","","0"
"102822-418","06:06:17","06:06:17","102822-NODE/9239014080","1","","","","","","","0"
"102822-418","06:07:45","06:07:45","102822-NODE/6903504060","2","","","","","","","0"
"102822-418","06:09:08","06:09:08","102822-NODE/9239014079","3","","","","","","","0"
"102822-418","06:10:00","06:10:00","102822-NODE/7077935896","4","","","","","","","0"
"102822-419","06:00:00","06:00:00","102822-NODE/9239014077","0","","","","","","","0"
"102822-419","06:01:55","06:01:55","102822-NODE/7077917683","1","","","","","","","0"
"102822-419","06:02:12","06:02:12","102822-NODE/6903504059","2","","","","","","","0"
"102822-419","06:02:54","06:02:54","102822-NODE/6926746758","3","","","","","","","0"
"102822-419","06:03:26","06:03:26","102822-NODE/9239014076","4","","","","","","","0"
"102822-419","06:04:32","06:04:32","102822-NODE/6903406997","5","","","","","","","0"
"102822-419","06:04:54","06:04:54","102822-NODE/6902638992","6","","","","","","","0"
"102822-419","06:05:35","06:05:35","102822-NODE/6902638991","7","","","","","","","0"
"102822-419","06:06:37","06:06:37","102822-NODE/6902638990","8","","","","","","","0"
"102822-419","06:07:33","06:07:33","102822-NODE/7171335585","9","","","","","","","0"
"102822-419","06:08:17","06:08:17","102822-NODE/6902638989","10","","","","","","","0"
"102822-419","06:10:00","06:10:00","102822-NODE/9239014075","11","","","","","","","0"
"102822-42","06:00:00","06:00:00","102822-NODE/7055147061","0","","","","","","","0"
"102822-42","06:34:20","06:34:20","102822-NODE/7071584254","1","","","","","","","0"
"102822-42","06:37:57","06:37:57","102822-NODE/7054787062","2","","","","","","","0"
"102822-42","06:44:38","06:44:38","102822-NODE/7076942290","3","","","","","","","0"
"102822-42","06:45:25","06:45:25","102822-NODE/10866078763","4","","","","","","","0"
"102822-42","06:46:46","06:46:46","102822-NODE/7055717185","5","","","","","","","0"
"102822-42","06:47:46","06:47:46","102822-NODE/7966560585","6","","","","","","","0"
"102822-42","06:49:19","06:49:19","102822-NODE/10857026968","7","","","","","","","0"
"102822-42","06:49:47","06:49:47","102822-NODE/9337342515","8","","","","","","","0"
"102822-42","06:51:13","06:51:13","102822-NODE/9229594150","9","","","","","","","0"
"102822-42","06:52:16","06:52:16","102822-NODE/7884438889","10","","","","","","","0"
"102822-42","06:52:53","06:52:53","102822-NODE/10602635518","11","","","","","","","0"
"102822-42","06:54:12","06:54:12","102822-NODE/10868072353","12","","","","","","","0"
"102822-42","06:55:19","06:55:19","102822-NODE/10868072352","13","","","","","","","0"
"102822-42","06:56:19","06:56:19","102822-NODE/10868072351","14","","","","","","","0"
"102822-42","06:58:02","06:58:02","102822-NODE/9229594149","15","","","","","","","0"
"102822-42","06:58:17","06:58:17","102822-NODE/10857026967","16","","","","","","","0"
"102822-42","06:58:32","06:58:32","102822-NODE/10604433756","17","","","","","","","0"
"102822-42","06:59:38","06:59:38","102822-NODE/7055696184","18","","","","","","","0"
"102822-42","07:02:01","07:02:01","102822-NODE/9229594148","19","","","","","","","0"
"102822-42","07:02:51","07:02:51","102822-NODE/10857026966","20","","","","","","","0"
"102822-42","07:04:58","07:04:58","102822-NODE/7055696183","21","","","","","","","0"
"102822-42","07:05:59","07:05:59","102822-NODE/10868072350","22","","","","","","","0"
"102822-42","07:07:28","07:07:28","102822-NODE/7078451671","23","","","","","","","0"
"102822-42","07:08:29","07:08:29","102822-NODE/7084943053","24","","","","","","","0"
"102822-42","07:09:13","07:09:13","102822-NODE/9337342514","25","","","","","","","0"
"102822-42","07:10:21","07:10:21","102822-NODE/10833741809","26","","","","","","","0"
"102822-42","07:11:23","07:11:23","102822-NODE/7078451670","27","","","","","","","0"
"102822-42","07:12:07","07:12:07","102822-NODE/10857026965","28","","","","","","","0"
"102822-42","07:12:40","07:12:40","102822-NODE/7084943052","29","","","","","","","0"
"102822-42","07:13:43","07:13:43","102822-NODE/7084943051","30","","","","","","","0"
"102822-42","07:14:10","07:14:10","102822-NODE/7055696182","31","","","","","","","0"
"102822-42","07:14:33","07:14:33","102822-NODE/10595017048","32","","","","","","","0"
"102822-42","07:14:56","07:14:56","102822-NODE/7078451669","33","","","","","","","0"
"102822-42","07:15:35","07:15:35","102822-NODE/10857026964","34","","","","","","","0"
"102822-42","07:16:44","07:16:44","102822-NODE/10839915215","35","","","","","","","0"
"102822-42","07:17:37","07:17:37","102822-NODE/7055696181","36","","","","","","","0"
"102822-42","07:18:41","07:18:41","102822-NODE/7055696180","37","","","","","","","0"
"102822-42","07:20:43","07:20:43","102822-NODE/7055696179","38","","","","","","","0"
"102822-42","07:21:51","07:21:51","102822-NODE/7902959149","39","","","","","","","0"
"102822-42","07:22:43","07:22:43","102822-NODE/7055696178","40","","","","","","","0"
"102822-42","07:23:20","07:23:20","102822-NODE/10833741807","41","","","","","","","0"
"102822-42","07:24:03","07:24:03","102822-NODE/7085152209","42","","","","","","","0"
"102822-42","07:24:59","07:24:59","102822-NODE/7055696177","43","","","","","","","0"
"102822-42","07:25:15","07:25:15","102822-NODE/10833741806","44","","","","","","","0"
"102822-42","07:25:38","07:25:38","102822-NODE/10833741805","45","","","","","","","0"
"102822-42","07:26:07","07:26:07","102822-NODE/6909707224","46","","","","","","","0"
"102822-42","07:27:00","07:27:00","102822-NODE/7055696176","47","","","","","","","0"
"102822-420","06:00:00","06:00:00","102822-NODE/9250076888","0","","","","","","","0"
"102822-420","06:01:07","06:01:07","102822-NODE/10870264385","1","","","","","","","0"
"102822-420","06:01:36","06:01:36","102822-NODE/7054917919","2","","","","","","","0"
"102822-420","06:03:51","06:03:51","102822-NODE/7054787067","3","","","","","","","0"
"102822-420","06:04:44","06:04:44","102822-NODE/7054787065","4","","","","","","","0"
"102822-420","06:05:02","06:05:02","102822-NODE/7071584255","5","","","","","","","0"
"102822-420","06:07:20","06:07:20","102822-NODE/7055147060","6","","","","","","","0"
"102822-420","06:09:02","06:09:02","102822-NODE/10570253268","7","","","","","","","0"
"102822-420","06:09:46","06:09:46","102822-NODE/9294738203","8","","","","","","","0"
"102822-420","06:11:06","06:11:06","102822-NODE/9300351957","9","","","","","","","0"
"102822-420","06:12:21","06:12:21","102822-NODE/10570253267","10","","","","","","","0"
"102822-420","06:13:11","06:13:11","102822-NODE/7056562845","11","","","","","","","0"
"102822-420","06:15:55","06:15:55","102822-NODE/10570253266","12","","","","","","","0"
"102822-420","06:18:09","06:18:09","102822-NODE/10570253265","13","","","","","","","0"
"102822-420","06:20:44","06:20:44","102822-NODE/6899241576","14","","","","","","","0"
"102822-420","06:21:29","06:21:29","102822-NODE/7056562844","15","","","","","","","0"
"102822-420","06:24:26","06:24:26","102822-NODE/6899241575","16","","","","","","","0"
"102822-420","06:26:18","06:26:18","102822-NODE/9294738201","17","","","","","","","0"
"102822-420","06:28:15","06:28:15","102822-NODE/10570253264","18","","","","","","","0"
"102822-420","06:30:09","06:30:09","102822-NODE/10570253263","19","","","","","","","0"
"102822-420","06:32:19","06:32:19","102822-NODE/10570253262","20","","","","","","","0"
"102822-420","06:33:52","06:33:52","102822-NODE/9294738200","21","","","","","","","0"
"102822-420","06:35:03","06:35:03","102822-NODE/7056562843","22","","","","","","","0"
"102822-420","06:36:52","06:36:52","102822-NODE/9293117899","23","","","","","","","0"
"102822-420","06:38:42","06:38:42","102822-NODE/9293117898","24","","","","","","","0"
"102822-420","06:40:22","06:40:22","102822-NODE/7056562842","25","","","","","","","0"
"102822-420","06:42:16","06:42:16","102822-NODE/9294738197","26","","","","","","","0"
"102822-420","06:43:31","06:43:31","102822-NODE/6899241574","27","","","","","","","0"
"102822-420","06:45:30","06:45:30","102822-NODE/10570253261","28","","","","","","","0"
"102822-420","06:47:01","06:47:01","102822-NODE/7056562841","29","","","","","","","0"
"102822-420","06:48:21","06:48:21","102822-NODE/6903525066","30","","","","","","","0"
"102822-420","06:49:16","06:49:16","102822-NODE/7077860793","31","","","","","","","0"
"102822-420","06:52:18","06:52:18","102822-NODE/7066312427","32","","","","","","","0"
"102822-420","06:54:31","06:54:31","102822-NODE/6903602208","33","","","","","","","0"
"102822-420","06:55:04","06:55:04","102822-NODE/10298060256","34","","","","","","","0"
"102822-420","06:56:09","06:56:09","102822-NODE/10298060254","35","","","","","","","0"
"102822-420","06:57:10","06:57:10","102822-NODE/6903602209","36","","","","","","","0"
"102822-420","06:57:42","06:57:42","102822-NODE/6903525065","37","","","","","","","0"
"102822-420","06:58:54","06:58:54","102822-NODE/10298060253","38","","","","","","","0"
"102822-420","06:59:40","06:59:40","102822-NODE/6903602210","39","","","","","","","0"
"102822-420","07:00:37","07:00:37","102822-NODE/6903525064","40","","","","","","","0"
"102822-420","07:01:47","07:01:47","102822-NODE/10298060251","41","","","","","","","0"
"102822-420","07:03:00","07:03:00","102822-NODE/6903525063","42","","","","","","","0"
"102822-420","07:04:26","07:04:26","102822-NODE/6903525062","43","","","","","","","0"
"102822-420","07:05:00","07:05:00","102822-NODE/10554781094","44","","","","","","","0"
"102822-420","07:05:53","07:05:53","102822-NODE/6903602211","45","","","","","","","0"
"102822-420","07:06:48","07:06:48","102822-NODE/9299955050","46","","","","","","","0"
"102822-420","07:09:47","07:09:47","102822-NODE/6903525055","47","","","","","","","0"
"102822-420","07:11:16","07:11:16","102822-NODE/9299955049","48","","","","","","","0"
"102822-420","07:12:24","07:12:24","102822-NODE/6903525061","49","","","","","","","0"
"102822-420","07:13:04","07:13:04","102822-NODE/10554781092","50","","","","","","","0"
"102822-420","07:13:35","07:13:35","102822-NODE/6938343085","51","","","","","","","0"
"102822-420","07:14:17","07:14:17","102822-NODE/10554781091","52","","","","","","","0"
"102822-420","07:14:54","07:14:54","102822-NODE/6903525060","53","","","","","","","0"
"102822-420","07:15:15","07:15:15","102822-NODE/10554781090","54","","","","","","","0"
"102822-420","07:16:43","07:16:43","102822-NODE/6903525059","55","","","","","","","0"
"102822-420","07:17:25","07:17:25","102822-NODE/10554781087","56","","","","","","","0"
"102822-420","07:18:07","07:18:07","102822-NODE/6903602212","57","","","","","","","0"
"102822-420","07:20:22","07:20:22","102822-NODE/10555136201","58","","","","","","","0"
"102822-420","07:21:17","07:21:17","102822-NODE/10555136199","59","","","","","","","0"
"102822-420","07:22:05","07:22:05","102822-NODE/9296302632","60","","","","","","","0"
"102822-420","07:22:48","07:22:48","102822-NODE/9250076885","61","","","","","","","0"
"102822-420","07:24:22","07:24:22","102822-NODE/10555136196","62","","","","","","","0"
"102822-420","07:26:00","07:26:00","102822-NODE/7078020144","63","","","","","","","0"
"102822-421","06:00:00","06:00:00","102822-NODE/9250076884","0","","","","","","","0"
"102822-421","06:00:48","06:00:48","102822-NODE/7078020133","1","","","","","","","0"
"102822-421","06:00:56","06:00:56","102822-NODE/10555136195","2","","","","","","","0"
"102822-421","06:02:10","06:02:10","102822-NODE/9296302624","3","","","","","","","0"
"102822-421","06:02:36","06:02:36","102822-NODE/10555136197","4","","","","","","","0"
"102822-421","06:03:06","06:03:06","102822-NODE/10555136198","5","","","","","","","0"
"102822-421","06:03:47","06:03:47","102822-NODE/10555136200","6","","","","","","","0"
"102822-421","06:05:15","06:05:15","102822-NODE/6903602224","7","","","","","","","0"
"102822-421","06:05:37","06:05:37","102822-NODE/6903602223","8","","","","","","","0"
"102822-421","06:05:53","06:05:53","102822-NODE/7078020131","9","","","","","","","0"
"102822-421","06:06:28","06:06:28","102822-NODE/6903525058","10","","","","","","","0"
"102822-421","06:07:21","06:07:21","102822-NODE/10554781089","11","","","","","","","0"
"102822-421","06:07:42","06:07:42","102822-NODE/10554781088","12","","","","","","","0"
"102822-421","06:07:57","06:07:57","102822-NODE/6903602222","13","","","","","","","0"
"102822-421","06:08:20","06:08:20","102822-NODE/6903525057","14","","","","","","","0"
"102822-421","06:08:31","06:08:31","102822-NODE/6967074787","15","","","","","","","0"
"102822-421","06:08:49","06:08:49","102822-NODE/10298060243","16","","","","","","","0"
"102822-421","06:09:14","06:09:14","102822-NODE/6903525056","17","","","","","","","0"
"102822-421","06:09:58","06:09:58","102822-NODE/10298060242","18","","","","","","","0"
"102822-421","06:11:16","06:11:16","102822-NODE/6903525054","19","","","","","","","0"
"102822-421","06:13:13","06:13:13","102822-NODE/7066312407","20","","","","","","","0"
"102822-421","06:13:55","06:13:55","102822-NODE/8866958390","21","","","","","","","0"
"102822-421","06:14:27","06:14:27","102822-NODE/10554781093","22","","","","","","","0"
"102822-421","06:14:58","06:14:58","102822-NODE/6903525053","23","","","","","","","0"
"102822-421","06:16:32","06:16:32","102822-NODE/10298060250","24","","","","","","","0"
"102822-421","06:17:34","06:17:34","102822-NODE/6903602219","25","","","","","","","0"
"102822-421","06:18:08","06:18:08","102822-NODE/6903602218","26","","","","","","","0"
"102822-421","06:18:36","06:18:36","102822-NODE/10298060252","27","","","","","","","0"
"102822-421","06:19:23","06:19:23","102822-NODE/6903525051","28","","","","","","","0"
"102822-421","06:19:48","06:19:48","102822-NODE/6903602217","29","","","","","","","0"
"102822-421","06:20:29","06:20:29","102822-NODE/10554781086","30","","","","","","","0"
"102822-421","06:20:51","06:20:51","102822-NODE/10298060255","31","","","","","","","0"
"102822-421","06:21:31","06:21:31","102822-NODE/6903602216","32","","","","","","","0"
"102822-421","06:22:59","06:22:59","102822-NODE/10555136194","33","","","","","","","0"
"102822-421","06:23:15","06:23:15","102822-NODE/6968911549","34","","","","","","","0"
"102822-421","06:25:14","06:25:14","102822-NODE/8866958391","35","","","","","","","0"
"102822-421","06:25:28","06:25:28","102822-NODE/7170470246","36","","","","","","","0"
"102822-421","06:26:05","06:26:05","102822-NODE/7056562838","37","","","","","","","0"
"102822-421","06:26:54","06:26:54","102822-NODE/9294738210","38","","","","","","","0"
"102822-421","06:27:49","06:27:49","102822-NODE/10570253272","39","","","","","","","0"
"102822-421","06:30:22","06:30:22","102822-NODE/9294738209","40","","","","","","","0"
"102822-421","06:31:27","06:31:27","102822-NODE/7056562837","41","","","","","","","0"
"102822-421","06:32:26","06:32:26","102822-NODE/7056562836","42","","","","","","","0"
"102822-421","06:33:43","06:33:43","102822-NODE/9299955047","43","","","","","","","0"
"102822-421","06:34:52","06:34:52","102822-NODE/9294738208","44","","","","","","","0"
"102822-421","06:35:50","06:35:50","102822-NODE/7056562835","45","","","","","","","0"
"102822-421","06:36:55","06:36:55","102822-NODE/10570253271","46","","","","","","","0"
"102822-421","06:37:34","06:37:34","102822-NODE/9296302621","47","","","","","","","0"
"102822-421","06:38:55","06:38:55","102822-NODE/7078209302","48","","","","","","","0"
