"trip_id","arrival_time","departure_time","stop_id","stop_sequence","stop_headsign","pickup_type","drop_off_type","continuous_pickup","continuous_drop_off","shape_dist_traveled","timepoint"
"102822-0","06:00:00","06:00:00","102822-NODE/9271804742","0","","","","","","","0"
"102822-0","07:36:02","07:36:02","102822-NODE/6899034709","1","","","","","","","0"
"102822-0","07:37:14","07:37:14","102822-NODE/10855579565","2","","","","","","","0"
"102822-0","07:38:38","07:38:38","102822-NODE/10591673051","3","","","","","","","0"
"102822-0","07:42:18","07:42:18","102822-NODE/6899034708","4","","","","","","","0"
"102822-0","07:45:08","07:45:08","102822-NODE/10591673050","5","","","","","","","0"
"102822-0","07:49:56","07:49:56","102822-NODE/10591673049","6","","","","","","","0"
"102822-0","07:51:23","07:51:23","102822-NODE/6899034707","7","","","","","","","0"
"102822-0","07:55:17","07:55:17","102822-NODE/9271804739","8","","","","","","","0"
"102822-0","07:56:10","07:56:10","102822-NODE/10863748341","9","","","","","","","0"
"102822-0","08:00:00","08:00:00","102822-NODE/10863748340","10","","","","","","","0"
"102822-1","06:00:00","06:00:00","102822-NODE/10863748339","0","","","","","","","0"
"102822-1","06:09:27","06:09:27","102822-NODE/10556365499","1","","","","","","","0"
"102822-1","06:13:55","06:13:55","102822-NODE/10556365498","2","","","","","","","0"
"102822-1","06:17:02","06:17:02","102822-NODE/10863748338","3","","","","","","","0"
"102822-1","06:21:40","06:21:40","102822-NODE/10855579564","4","","","","","","","0"
"102822-1","06:23:21","06:23:21","102822-NODE/6899053348","5","","","","","","","0"
"102822-1","06:54:30","06:54:30","102822-NODE/10863014856","6","","","","","","","0"
"102822-1","07:00:12","07:00:12","102822-NODE/6899053347","7","","","","","","","0"
"102822-1","08:00:00","08:00:00","102822-NODE/10856637709","8","","","","","","","0"
"102822-10","06:00:00","06:00:00","102822-NODE/6903268820","0","","","","","","","0"
"102822-10","06:10:39","06:10:39","102822-NODE/6903504058","1","","","","","","","0"
"102822-10","06:12:52","06:12:52","102822-NODE/6903504060","2","","","","","","","0"
"102822-10","06:14:04","06:14:04","102822-NODE/6903397407","3","","","","","","","0"
"102822-10","06:16:21","06:16:21","102822-NODE/6903397406","4","","","","","","","0"
"102822-10","06:17:18","06:17:18","102822-NODE/6903397405","5","","","","","","","0"
"102822-10","06:18:36","06:18:36","102822-NODE/6903397404","6","","","","","","","0"
"102822-10","06:20:00","06:20:00","102822-NODE/9340348210","7","","","","","","","0"
"102822-100","06:00:00","06:00:00","102822-NODE/7082269148","0","","","","","","","0"
"102822-100","06:12:21","06:12:21","102822-NODE/6902868224","1","","","","","","","0"
"102822-100","06:18:51","06:18:51","102822-NODE/6902868225","2","","","","","","","0"
"102822-100","06:26:00","06:26:00","102822-NODE/6902868226","3","","","","","","","0"
"102822-100","06:34:43","06:34:43","102822-NODE/10300817837","4","","","","","","","0"
"102822-100","06:40:15","06:40:15","102822-NODE/10300373052","5","","","","","","","0"
"102822-100","06:51:52","06:51:52","102822-NODE/10537894031","6","","","","","","","0"
"102822-100","07:22:28","07:22:28","102822-NODE/10314834902","7","","","","","","","0"
"102822-100","07:27:52","07:27:52","102822-NODE/10537894027","8","","","","","","","0"
"102822-100","07:31:54","07:31:54","102822-NODE/10314834898","9","","","","","","","0"
"102822-100","07:37:52","07:37:52","102822-NODE/10537894026","10","","","","","","","0"
"102822-100","07:47:02","07:47:02","102822-NODE/9289796145","11","","","","","","","0"
"102822-100","08:00:00","08:00:00","102822-NODE/9289796144","12","","","","","","","0"
"102822-101","06:00:00","06:00:00","102822-NODE/10537894022","0","","","","","","","0"
"102822-101","06:26:31","06:26:31","102822-NODE/10314834897","1","","","","","","","0"
"102822-101","06:30:18","06:30:18","102822-NODE/10314834899","2","","","","","","","0"
"102822-101","06:36:30","06:36:30","102822-NODE/10314834900","3","","","","","","","0"
"102822-101","06:44:27","06:44:27","102822-NODE/10537894028","4","","","","","","","0"
"102822-101","07:18:31","07:18:31","102822-NODE/6902638992","5","","","","","","","0"
"102822-101","07:24:04","07:24:04","102822-NODE/6902638991","6","","","","","","","0"
"102822-101","07:32:32","07:32:32","102822-NODE/6902638990","7","","","","","","","0"
"102822-101","07:38:45","07:38:45","102822-NODE/6902638996","8","","","","","","","0"
"102822-101","07:46:14","07:46:14","102822-NODE/6902638989","9","","","","","","","0"
"102822-101","07:53:40","07:53:40","102822-NODE/6902638988","10","","","","","","","0"
"102822-101","08:00:00","08:00:00","102822-NODE/7082269144","11","","","","","","","0"
"102822-102","06:00:00","06:00:00","102822-NODE/7078209306","0","","","","","","","0"
"102822-102","06:09:23","06:09:23","102822-NODE/7078209304","1","","","","","","","0"
"102822-102","06:11:00","06:11:00","102822-NODE/7078209303","2","","","","","","","0"
"102822-102","06:19:23","06:19:23","102822-NODE/7078209302","3","","","","","","","0"
"102822-102","06:25:52","06:25:52","102822-NODE/7078209301","4","","","","","","","0"
"102822-102","06:33:07","06:33:07","102822-NODE/7077860798","5","","","","","","","0"
"102822-102","06:35:00","06:35:00","102822-NODE/7078209300","6","","","","","","","0"
"102822-103","06:00:00","06:00:00","102822-NODE/7078209298","0","","","","","","","0"
"102822-103","06:26:02","06:26:02","102822-NODE/7078209297","1","","","","","","","0"
"102822-103","06:29:00","06:29:00","102822-NODE/7078209296","2","","","","","","","0"
"102822-103","06:29:24","06:29:24","102822-NODE/7077860792","3","","","","","","","0"
"102822-103","06:30:00","06:30:00","102822-NODE/7077860791","4","","","","","","","0"
"102822-104","06:00:00","06:00:00","102822-NODE/7056730283","0","","","","","","","0"
"102822-104","06:05:13","06:05:13","102822-NODE/7078451681","1","","","","","","","0"
"102822-104","06:12:44","06:12:44","102822-NODE/7078451680","2","","","","","","","0"
"102822-104","06:22:20","06:22:20","102822-NODE/7078451679","3","","","","","","","0"
"102822-104","06:28:19","06:28:19","102822-NODE/7076835397","4","","","","","","","0"
"102822-104","06:29:17","06:29:17","102822-NODE/7054917922","5","","","","","","","0"
"102822-104","06:32:10","06:32:10","102822-NODE/7054787074","6","","","","","","","0"
"102822-104","06:33:20","06:33:20","102822-NODE/7071584256","7","","","","","","","0"
"102822-104","06:58:03","06:58:03","102822-NODE/7054787072","8","","","","","","","0"
"102822-104","06:59:11","06:59:11","102822-NODE/7054787071","9","","","","","","","0"
"102822-104","07:00:00","07:00:00","102822-NODE/7078209300","10","","","","","","","0"
"102822-105","06:00:00","06:00:00","102822-NODE/7071584255","0","","","","","","","0"
"102822-105","06:33:22","06:33:22","102822-NODE/7078451675","1","","","","","","","0"
"102822-105","06:34:55","06:34:55","102822-NODE/7078451674","2","","","","","","","0"
"102822-105","06:49:18","06:49:18","102822-NODE/7078451673","3","","","","","","","0"
"102822-105","06:59:40","06:59:40","102822-NODE/7078451672","4","","","","","","","0"
"102822-105","07:01:19","07:01:19","102822-NODE/7078451671","5","","","","","","","0"
"102822-105","07:05:15","07:05:15","102822-NODE/7078451670","6","","","","","","","0"
"102822-105","07:08:40","07:08:40","102822-NODE/7078451669","7","","","","","","","0"
"102822-105","07:17:57","07:17:57","102822-NODE/7055696178","8","","","","","","","0"
"102822-105","07:23:01","07:23:01","102822-NODE/7055696176","9","","","","","","","0"
"102822-105","07:24:58","07:24:58","102822-NODE/7056730268","10","","","","","","","0"
"102822-105","07:30:00","07:30:00","102822-NODE/7056730266","11","","","","","","","0"
"102822-106","06:00:00","06:00:00","102822-NODE/7076942292","0","","","","","","","0"
"102822-106","06:06:08","06:06:08","102822-NODE/7098748070","1","","","","","","","0"
"102822-106","06:09:56","06:09:56","102822-NODE/10856201514","2","","","","","","","0"
"102822-106","06:15:27","06:15:27","102822-NODE/7098748068","3","","","","","","","0"
"102822-106","07:04:10","07:04:10","102822-NODE/7054917918","4","","","","","","","0"
"102822-106","07:06:49","07:06:49","102822-NODE/7078451675","5","","","","","","","0"
"102822-106","07:09:12","07:09:12","102822-NODE/7078451674","6","","","","","","","0"
"102822-106","07:11:04","07:11:04","102822-NODE/7888148152","7","","","","","","","0"
"102822-106","07:15:34","07:15:34","102822-NODE/7052366523","8","","","","","","","0"
"102822-106","07:16:33","07:16:33","102822-NODE/7082416543","9","","","","","","","0"
"102822-106","07:22:00","07:22:00","102822-NODE/7052366522","10","","","","","","","0"
"102822-106","07:23:02","07:23:02","102822-NODE/10593702271","11","","","","","","","0"
"102822-106","07:24:50","07:24:50","102822-NODE/7052366521","12","","","","","","","0"
"102822-106","07:29:54","07:29:54","102822-NODE/7052366519","13","","","","","","","0"
"102822-106","07:31:12","07:31:12","102822-NODE/7052366518","14","","","","","","","0"
"102822-106","07:33:14","07:33:14","102822-NODE/7052366517","15","","","","","","","0"
"102822-106","07:33:47","07:33:47","102822-NODE/7082416542","16","","","","","","","0"
"102822-106","07:35:41","07:35:41","102822-NODE/7052366516","17","","","","","","","0"
"102822-106","07:37:29","07:37:29","102822-NODE/7052366515","18","","","","","","","0"
"102822-106","07:38:51","07:38:51","102822-NODE/10602193443","19","","","","","","","0"
"102822-106","07:40:10","07:40:10","102822-NODE/7873450786","20","","","","","","","0"
"102822-106","07:41:22","07:41:22","102822-NODE/7052366514","21","","","","","","","0"
"102822-106","07:42:44","07:42:44","102822-NODE/7876023217","22","","","","","","","0"
"102822-106","07:44:03","07:44:03","102822-NODE/10589324388","23","","","","","","","0"
"102822-106","07:46:12","07:46:12","102822-NODE/7052366513","24","","","","","","","0"
"102822-106","07:48:22","07:48:22","102822-NODE/10836754149","25","","","","","","","0"
"102822-106","07:49:23","07:49:23","102822-NODE/10589324387","26","","","","","","","0"
"102822-106","07:50:00","07:50:00","102822-NODE/10589324386","27","","","","","","","0"
"102822-106","07:53:11","07:53:11","102822-NODE/7082416541","28","","","","","","","0"
"102822-106","07:53:55","07:53:55","102822-NODE/10856127547","29","","","","","","","0"
"102822-106","07:56:24","07:56:24","102822-NODE/7082416540","30","","","","","","","0"
"102822-106","07:56:53","07:56:53","102822-NODE/10856127546","31","","","","","","","0"
"102822-106","07:57:21","07:57:21","102822-NODE/10856127544","32","","","","","","","0"
"102822-106","07:58:44","07:58:44","102822-NODE/10589324385","33","","","","","","","0"
"102822-106","08:00:00","08:00:00","102822-NODE/7052366510","34","","","","","","","0"
"102822-107","06:00:00","06:00:00","102822-NODE/7082416539","0","","","","","","","0"
"102822-107","06:02:07","06:02:07","102822-NODE/10589324384","1","","","","","","","0"
"102822-107","06:02:48","06:02:48","102822-NODE/7878542186","2","","","","","","","0"
"102822-107","06:04:46","06:04:46","102822-NODE/7082416538","3","","","","","","","0"
"102822-107","06:05:45","06:05:45","102822-NODE/10861341108","4","","","","","","","0"
"102822-107","06:06:28","06:06:28","102822-NODE/7055596705","5","","","","","","","0"
"102822-107","06:09:43","06:09:43","102822-NODE/7876057940","6","","","","","","","0"
"102822-107","06:10:45","06:10:45","102822-NODE/10741112447","7","","","","","","","0"
"102822-107","06:12:43","06:12:43","102822-NODE/7055596704","8","","","","","","","0"
"102822-107","06:14:27","06:14:27","102822-NODE/10589324383","9","","","","","","","0"
"102822-107","06:16:06","06:16:06","102822-NODE/7876023214","10","","","","","","","0"
"102822-107","06:17:21","06:17:21","102822-NODE/10589324382","11","","","","","","","0"
"102822-107","06:18:27","06:18:27","102822-NODE/7082416536","12","","","","","","","0"
"102822-107","06:19:49","06:19:49","102822-NODE/7052366507","13","","","","","","","0"
"102822-107","06:21:33","06:21:33","102822-NODE/7873450785","14","","","","","","","0"
"102822-107","06:22:41","06:22:41","102822-NODE/7844053285","15","","","","","","","0"
"102822-107","06:24:32","06:24:32","102822-NODE/7052366506","16","","","","","","","0"
"102822-107","06:25:32","06:25:32","102822-NODE/7876023212","17","","","","","","","0"
"102822-107","06:27:24","06:27:24","102822-NODE/7873450686","18","","","","","","","0"
"102822-107","06:28:01","06:28:01","102822-NODE/7052366505","19","","","","","","","0"
"102822-107","06:45:58","06:45:58","102822-NODE/7902877638","20","","","","","","","0"
"102822-107","06:48:10","06:48:10","102822-NODE/7082416534","21","","","","","","","0"
"102822-107","06:49:52","06:49:52","102822-NODE/7082416533","22","","","","","","","0"
"102822-107","07:30:21","07:30:21","102822-NODE/9229594145","23","","","","","","","0"
"102822-107","07:35:58","07:35:58","102822-NODE/7052366503","24","","","","","","","0"
"102822-107","07:40:02","07:40:02","102822-NODE/7052366502","25","","","","","","","0"
"102822-107","07:44:18","07:44:18","102822-NODE/7055596701","26","","","","","","","0"
"102822-107","07:58:10","07:58:10","102822-NODE/7052366501","27","","","","","","","0"
"102822-107","08:00:00","08:00:00","102822-NODE/10856637709","28","","","","","","","0"
"102822-108","06:00:00","06:00:00","102822-NODE/7076942292","0","","","","","","","0"
"102822-108","06:34:54","06:34:54","102822-NODE/7076942291","1","","","","","","","0"
"102822-108","06:38:39","06:38:39","102822-NODE/7082486689","2","","","","","","","0"
"102822-108","06:41:01","06:41:01","102822-NODE/7082486690","3","","","","","","","0"
"102822-108","06:44:43","06:44:43","102822-NODE/7076942289","4","","","","","","","0"
"102822-108","06:45:46","06:45:46","102822-NODE/7082486688","5","","","","","","","0"
"102822-108","06:46:15","06:46:15","102822-NODE/7076942288","6","","","","","","","0"
"102822-108","06:47:59","06:47:59","102822-NODE/7076942287","7","","","","","","","0"
"102822-108","06:51:03","06:51:03","102822-NODE/7076942286","8","","","","","","","0"
"102822-108","06:51:17","06:51:17","102822-NODE/7082486686","9","","","","","","","0"
"102822-108","06:55:17","06:55:17","102822-NODE/7082486685","10","","","","","","","0"
"102822-108","06:55:31","06:55:31","102822-NODE/7082468484","11","","","","","","","0"
"102822-108","06:57:37","06:57:37","102822-NODE/7082468483","12","","","","","","","0"
"102822-108","06:57:57","06:57:57","102822-NODE/7082468482","13","","","","","","","0"
"102822-108","07:00:10","07:00:10","102822-NODE/7082468481","14","","","","","","","0"
"102822-108","07:01:37","07:01:37","102822-NODE/7082468480","15","","","","","","","0"
"102822-108","07:02:39","07:02:39","102822-NODE/7082468479","16","","","","","","","0"
"102822-108","07:03:20","07:03:20","102822-NODE/7082468478","17","","","","","","","0"
"102822-108","07:04:03","07:04:03","102822-NODE/7082468477","18","","","","","","","0"
"102822-108","07:05:46","07:05:46","102822-NODE/7082468476","19","","","","","","","0"
"102822-108","07:06:50","07:06:50","102822-NODE/7082468475","20","","","","","","","0"
"102822-108","07:08:35","07:08:35","102822-NODE/7082468474","21","","","","","","","0"
"102822-108","07:10:00","07:10:00","102822-NODE/7082468472","22","","","","","","","0"
"102822-109","06:00:00","06:00:00","102822-NODE/7055717195","0","","","","","","","0"
"102822-109","06:01:51","06:01:51","102822-NODE/7082468471","1","","","","","","","0"
"102822-109","06:02:35","06:02:35","102822-NODE/7082468470","2","","","","","","","0"
"102822-109","06:03:48","06:03:48","102822-NODE/7055717194","3","","","","","","","0"
"102822-109","06:07:22","06:07:22","102822-NODE/7082468468","4","","","","","","","0"
"102822-109","06:08:18","06:08:18","102822-NODE/7082468467","5","","","","","","","0"
"102822-109","06:08:57","06:08:57","102822-NODE/7055717193","6","","","","","","","0"
"102822-109","06:11:02","06:11:02","102822-NODE/7082468466","7","","","","","","","0"
"102822-109","06:13:24","06:13:24","102822-NODE/7055717192","8","","","","","","","0"
"102822-109","06:14:30","06:14:30","102822-NODE/7082468464","9","","","","","","","0"
"102822-109","06:16:06","06:16:06","102822-NODE/7082468463","10","","","","","","","0"
"102822-109","06:16:24","06:16:24","102822-NODE/7055717191","11","","","","","","","0"
"102822-109","06:20:57","06:20:57","102822-NODE/7055717190","12","","","","","","","0"
"102822-109","06:22:47","06:22:47","102822-NODE/7055717189","13","","","","","","","0"
"102822-109","06:23:58","06:23:58","102822-NODE/7055717188","14","","","","","","","0"
"102822-109","06:26:21","06:26:21","102822-NODE/7055717187","15","","","","","","","0"
"102822-109","06:30:00","06:30:00","102822-NODE/7079601693","16","","","","","","","0"
"102822-109","06:34:53","06:34:53","102822-NODE/7082468462","17","","","","","","","0"
"102822-109","06:36:15","06:36:15","102822-NODE/7082468461","18","","","","","","","0"
"102822-109","06:45:28","06:45:28","102822-NODE/7079601690","19","","","","","","","0"
"102822-109","07:08:20","07:08:20","102822-NODE/7052366503","20","","","","","","","0"
"102822-109","07:10:24","07:10:24","102822-NODE/7052366502","21","","","","","","","0"
"102822-109","07:12:33","07:12:33","102822-NODE/7055596701","22","","","","","","","0"
"102822-109","07:19:35","07:19:35","102822-NODE/7052366501","23","","","","","","","0"
"102822-109","07:25:00","07:25:00","102822-NODE/7076942292","24","","","","","","","0"
"102822-11","06:00:00","06:00:00","102822-NODE/6903397403","0","","","","","","","0"
"102822-11","06:05:21","06:05:21","102822-NODE/6903504062","1","","","","","","","0"
"102822-11","06:08:44","06:08:44","102822-NODE/6903504061","2","","","","","","","0"
"102822-11","06:10:10","06:10:10","102822-NODE/6903504059","3","","","","","","","0"
"102822-11","06:13:31","06:13:31","102822-NODE/6903406998","4","","","","","","","0"
"102822-11","06:15:55","06:15:55","102822-NODE/6903406997","5","","","","","","","0"
"102822-11","06:27:06","06:27:06","102822-NODE/6902638988","6","","","","","","","0"
"102822-11","06:30:00","06:30:00","102822-NODE/6903268819","7","","","","","","","0"
"102822-110","06:00:00","06:00:00","102822-NODE/7083105177","0","","","","","","","0"
"102822-110","06:41:01","06:41:01","102822-NODE/7083115489","1","","","","","","","0"
"102822-110","06:42:38","06:42:38","102822-NODE/7083115488","2","","","","","","","0"
"102822-110","06:54:49","06:54:49","102822-NODE/7083115487","3","","","","","","","0"
"102822-110","06:59:49","06:59:49","102822-NODE/7052162373","4","","","","","","","0"
"102822-110","07:05:26","07:05:26","102822-NODE/7083115486","5","","","","","","","0"
"102822-110","07:15:12","07:15:12","102822-NODE/7083115485","6","","","","","","","0"
"102822-110","07:17:17","07:17:17","102822-NODE/7083105184","7","","","","","","","0"
"102822-110","07:18:47","07:18:47","102822-NODE/7083105183","8","","","","","","","0"
"102822-110","07:21:04","07:21:04","102822-NODE/7083105182","9","","","","","","","0"
"102822-110","07:22:46","07:22:46","102822-NODE/7083105181","10","","","","","","","0"
"102822-110","07:23:52","07:23:52","102822-NODE/7083105180","11","","","","","","","0"
"102822-110","07:26:44","07:26:44","102822-NODE/7052994968","12","","","","","","","0"
"102822-110","07:30:12","07:30:12","102822-NODE/7052994967","13","","","","","","","0"
"102822-110","07:31:24","07:31:24","102822-NODE/7052994966","14","","","","","","","0"
"102822-110","07:35:00","07:35:00","102822-NODE/7834873584","15","","","","","","","0"
"102822-111","06:00:00","06:00:00","102822-NODE/7834873584","0","","","","","","","0"
"102822-111","06:01:51","06:01:51","102822-NODE/7083105179","1","","","","","","","0"
"102822-111","06:03:15","06:03:15","102822-NODE/7083105178","2","","","","","","","0"
"102822-111","06:26:46","06:26:46","102822-NODE/6903544088","3","","","","","","","0"
"102822-111","06:30:00","06:30:00","102822-NODE/7083105177","4","","","","","","","0"
"102822-112","06:00:00","06:00:00","102822-NODE/7083191191","0","","","","","","","0"
"102822-112","06:11:17","06:11:17","102822-NODE/7051811088","1","","","","","","","0"
"102822-112","06:21:33","06:21:33","102822-NODE/7051811087","2","","","","","","","0"
"102822-112","06:30:31","06:30:31","102822-NODE/7098748084","3","","","","","","","0"
"102822-112","06:36:54","06:36:54","102822-NODE/10608601657","4","","","","","","","0"
"102822-112","06:37:54","06:37:54","102822-NODE/10570021089","5","","","","","","","0"
"102822-112","06:39:34","06:39:34","102822-NODE/10600797393","6","","","","","","","0"
"102822-112","06:41:46","06:41:46","102822-NODE/10574065355","7","","","","","","","0"
"102822-112","06:43:12","06:43:12","102822-NODE/7083115489","8","","","","","","","0"
"102822-112","06:45:00","06:45:00","102822-NODE/7083115488","9","","","","","","","0"
"102822-112","06:47:08","06:47:08","102822-NODE/10855955005","10","","","","","","","0"
"102822-112","06:47:43","06:47:43","102822-NODE/7057184319","11","","","","","","","0"
"102822-112","06:49:18","06:49:18","102822-NODE/7098748083","12","","","","","","","0"
"102822-112","06:50:20","06:50:20","102822-NODE/10568343041","13","","","","","","","0"
"102822-112","06:51:04","06:51:04","102822-NODE/10608601656","14","","","","","","","0"
"102822-112","06:51:57","06:51:57","102822-NODE/10608601654","15","","","","","","","0"
"102822-112","06:55:16","06:55:16","102822-NODE/7083191190","16","","","","","","","0"
"102822-112","06:55:53","06:55:53","102822-NODE/10568343039","17","","","","","","","0"
"102822-112","06:56:43","06:56:43","102822-NODE/10608601653","18","","","","","","","0"
"102822-112","06:58:36","06:58:36","102822-NODE/7083115487","19","","","","","","","0"
"102822-112","07:01:05","07:01:05","102822-NODE/10608601652","20","","","","","","","0"
"102822-112","07:04:11","07:04:11","102822-NODE/7052162373","21","","","","","","","0"
"102822-112","07:06:21","07:06:21","102822-NODE/10568343038","22","","","","","","","0"
"102822-112","07:08:16","07:08:16","102822-NODE/10568343037","23","","","","","","","0"
"102822-112","07:09:24","07:09:24","102822-NODE/7057184317","24","","","","","","","0"
"102822-112","07:10:20","07:10:20","102822-NODE/10608601650","25","","","","","","","0"
"102822-112","07:11:27","07:11:27","102822-NODE/7057184316","26","","","","","","","0"
"102822-112","07:13:53","07:13:53","102822-NODE/10568343036","27","","","","","","","0"
"102822-112","07:16:22","07:16:22","102822-NODE/7057184315","28","","","","","","","0"
"102822-112","07:17:44","07:17:44","102822-NODE/7057184314","29","","","","","","","0"
"102822-112","07:24:59","07:24:59","102822-NODE/7057184313","30","","","","","","","0"
"102822-112","07:27:04","07:27:04","102822-NODE/7057184312","31","","","","","","","0"
"102822-112","07:28:40","07:28:40","102822-NODE/7098748082","32","","","","","","","0"
"102822-112","07:31:03","07:31:03","102822-NODE/10570021091","33","","","","","","","0"
"102822-112","07:31:36","07:31:36","102822-NODE/10863322861","34","","","","","","","0"
"102822-112","07:32:28","07:32:28","102822-NODE/10608601647","35","","","","","","","0"
"102822-112","07:35:14","07:35:14","102822-NODE/7098748081","36","","","","","","","0"
"102822-112","07:36:39","07:36:39","102822-NODE/10863322860","37","","","","","","","0"
"102822-112","07:38:31","07:38:31","102822-NODE/7083191187","38","","","","","","","0"
"102822-112","07:42:05","07:42:05","102822-NODE/7057184311","39","","","","","","","0"
"102822-112","07:44:57","07:44:57","102822-NODE/7057184310","40","","","","","","","0"
"102822-112","07:48:45","07:48:45","102822-NODE/10863322859","41","","","","","","","0"
"102822-112","07:49:04","07:49:04","102822-NODE/7057184309","42","","","","","","","0"
"102822-112","07:50:13","07:50:13","102822-NODE/10568343035","43","","","","","","","0"
"102822-112","07:51:04","07:51:04","102822-NODE/7052162372","44","","","","","","","0"
"102822-112","07:51:37","07:51:37","102822-NODE/7083191185","45","","","","","","","0"
"102822-112","07:52:20","07:52:20","102822-NODE/7098748080","46","","","","","","","0"
"102822-112","07:53:44","07:53:44","102822-NODE/7052162371","47","","","","","","","0"
"102822-112","07:54:35","07:54:35","102822-NODE/7098748079","48","","","","","","","0"
"102822-112","07:55:08","07:55:08","102822-NODE/10608601646","49","","","","","","","0"
"102822-112","07:56:06","07:56:06","102822-NODE/10568343034","50","","","","","","","0"
"102822-112","07:57:56","07:57:56","102822-NODE/7083153384","51","","","","","","","0"
"102822-112","08:00:00","08:00:00","102822-NODE/7098748078","52","","","","","","","0"
"102822-113","06:00:00","06:00:00","102822-NODE/7098748077","0","","","","","","","0"
"102822-113","06:00:24","06:00:24","102822-NODE/10295758303","1","","","","","","","0"
"102822-113","06:01:58","06:01:58","102822-NODE/10295758266","2","","","","","","","0"
"102822-113","06:03:56","06:03:56","102822-NODE/7083153381","3","","","","","","","0"
"102822-113","06:04:51","06:04:51","102822-NODE/10608601645","4","","","","","","","0"
"102822-113","06:05:16","06:05:16","102822-NODE/7083153380","5","","","","","","","0"
"102822-113","06:06:13","06:06:13","102822-NODE/7052162369","6","","","","","","","0"
"102822-113","06:07:46","06:07:46","102822-NODE/10570021095","7","","","","","","","0"
"102822-113","06:08:13","06:08:13","102822-NODE/10608601642","8","","","","","","","0"
"102822-113","06:09:03","06:09:03","102822-NODE/7052162367","9","","","","","","","0"
"102822-113","06:09:54","06:09:54","102822-NODE/10570021094","10","","","","","","","0"
"102822-113","06:11:10","06:11:10","102822-NODE/7083153379","11","","","","","","","0"
"102822-113","06:15:08","06:15:08","102822-NODE/7052162366","12","","","","","","","0"
"102822-113","06:17:52","06:17:52","102822-NODE/7052162365","13","","","","","","","0"
"102822-113","06:21:19","06:21:19","102822-NODE/10570021093","14","","","","","","","0"
"102822-113","06:23:14","06:23:14","102822-NODE/10863322858","15","","","","","","","0"
"102822-113","06:24:50","06:24:50","102822-NODE/7083153378","16","","","","","","","0"
"102822-113","06:27:09","06:27:09","102822-NODE/7098748076","17","","","","","","","0"
"102822-113","06:28:00","06:28:00","102822-NODE/10863322857","18","","","","","","","0"
"102822-113","06:28:39","06:28:39","102822-NODE/10570021092","19","","","","","","","0"
"102822-113","06:30:49","06:30:49","102822-NODE/7057184306","20","","","","","","","0"
"102822-113","06:32:42","06:32:42","102822-NODE/7057184305","21","","","","","","","0"
"102822-113","06:35:06","06:35:06","102822-NODE/7052162364","22","","","","","","","0"
"102822-113","06:42:11","06:42:11","102822-NODE/7098748075","23","","","","","","","0"
"102822-113","06:43:37","06:43:37","102822-NODE/7057184303","24","","","","","","","0"
"102822-113","06:45:29","06:45:29","102822-NODE/10608601649","25","","","","","","","0"
"102822-113","06:47:47","06:47:47","102822-NODE/7052162363","26","","","","","","","0"
"102822-113","06:50:38","06:50:38","102822-NODE/7052162362","27","","","","","","","0"
"102822-113","06:52:45","06:52:45","102822-NODE/7098748074","28","","","","","","","0"
"102822-113","06:53:30","06:53:30","102822-NODE/10863322856","29","","","","","","","0"
"102822-113","06:55:27","06:55:27","102822-NODE/7057184301","30","","","","","","","0"
"102822-113","06:57:33","06:57:33","102822-NODE/10608601651","31","","","","","","","0"
"102822-113","07:01:22","07:01:22","102822-NODE/7052162361","32","","","","","","","0"
"102822-113","07:02:57","07:02:57","102822-NODE/7083153377","33","","","","","","","0"
"102822-113","07:04:42","07:04:42","102822-NODE/7083153376","34","","","","","","","0"
"102822-113","07:07:32","07:07:32","102822-NODE/10608601655","35","","","","","","","0"
"102822-113","07:10:09","07:10:09","102822-NODE/7083153375","36","","","","","","","0"
"102822-113","07:13:02","07:13:02","102822-NODE/7083153374","37","","","","","","","0"
"102822-113","07:14:56","07:14:56","102822-NODE/7057184300","38","","","","","","","0"
"102822-113","07:16:49","07:16:49","102822-NODE/7057184299","39","","","","","","","0"
"102822-113","07:17:52","07:17:52","102822-NODE/10575294649","40","","","","","","","0"
"102822-113","07:20:04","07:20:04","102822-NODE/7057184298","41","","","","","","","0"
"102822-113","07:21:46","07:21:46","102822-NODE/10570021090","42","","","","","","","0"
"102822-113","07:22:46","07:22:46","102822-NODE/10570021088","43","","","","","","","0"
"102822-113","07:27:45","07:27:45","102822-NODE/10856019041","44","","","","","","","0"
"102822-113","07:37:38","07:37:38","102822-NODE/7052340403","45","","","","","","","0"
"102822-113","07:45:56","07:45:56","102822-NODE/10574007004","46","","","","","","","0"
"102822-113","07:48:07","07:48:07","102822-NODE/10856019040","47","","","","","","","0"
"102822-113","07:52:49","07:52:49","102822-NODE/7083153373","48","","","","","","","0"
"102822-113","08:00:00","08:00:00","102822-NODE/7098748071","49","","","","","","","0"
"102822-114","06:00:00","06:00:00","102822-NODE/10855620535","0","","","","","","","0"
"102822-114","06:04:36","06:04:36","102822-NODE/10836688911","1","","","","","","","0"
"102822-114","06:06:36","06:06:36","102822-NODE/10836688910","2","","","","","","","0"
"102822-114","06:08:49","06:08:49","102822-NODE/7055596719","3","","","","","","","0"
"102822-114","06:10:14","06:10:14","102822-NODE/7084919714","4","","","","","","","0"
"102822-114","06:11:16","06:11:16","102822-NODE/7083218815","5","","","","","","","0"
"102822-114","06:13:34","06:13:34","102822-NODE/7055596718","6","","","","","","","0"
