"trip_id","start_time","end_time","headway_secs","exact_times"
"102822-566","05:00:00","22:00:00","420","0"
"102822-567","05:00:00","22:00:00","420","0"
"102822-568","05:00:00","22:00:00","600","0"
"102822-569","05:00:00","22:00:00","600","0"
"102822-57","05:00:00","07:00:00","2400","0"
"102822-57","07:00:00","09:00:00","1440","0"
"102822-57","09:00:00","17:00:00","600","0"
"102822-57","17:00:00","20:00:00","300","0"
"102822-57","20:00:00","22:00:00","2400","0"
"102822-570","05:00:00","22:00:00","900","0"
"102822-571","05:00:00","22:00:00","900","0"
"102822-572","05:00:00","22:00:00","1200","0"
"102822-573","05:00:00","22:00:00","1200","0"
"102822-574","05:00:00","22:00:00","300","0"
"102822-575","05:00:00","22:00:00","300","0"
"102822-576","05:00:00","22:00:00","300","0"
"102822-577","05:00:00","22:00:00","300","0"
"102822-578","05:00:00","22:00:00","240","0"
"102822-579","05:00:00","22:00:00","240","0"
"102822-58","07:00:00","09:00:00","900","0"
"102822-58","09:00:00","17:00:00","780","0"
"102822-58","17:00:00","20:00:00","300","0"
"102822-58","20:00:00","22:00:00","900","0"
"102822-580","05:00:00","22:00:00","300","0"
"102822-581","05:00:00","22:00:00","300","0"
"102822-582","05:00:00","22:00:00","600","0"
"102822-583","05:00:00","22:00:00","600","0"
"102822-584","05:00:00","22:00:00","360","0"
"102822-585","05:00:00","22:00:00","360","0"
"102822-586","05:00:00","22:00:00","300","0"
"102822-587","05:00:00","22:00:00","300","0"
"102822-588","05:00:00","22:00:00","240","0"
"102822-589","05:00:00","22:00:00","240","0"
"102822-59","07:00:00","09:00:00","900","0"
"102822-59","09:00:00","17:00:00","780","0"
"102822-59","17:00:00","20:00:00","300","0"
"102822-59","20:00:00","22:00:00","900","0"
"102822-590","05:00:00","22:00:00","600","0"
"102822-591","05:00:00","22:00:00","600","0"
"102822-592","05:00:00","22:00:00","300","0"
"102822-593","05:00:00","22:00:00","300","0"
"102822-594","05:00:00","22:00:00","360","0"
"102822-595","05:00:00","22:00:00","360","0"
"102822-596","05:00:00","22:00:00","300","0"
"102822-597","05:00:00","22:00:00","300","0"
"102822-598","05:00:00","22:00:00","300","0"
"102822-599","05:00:00","22:00:00","300","0"
"102822-6","05:00:00","22:00:00","300","0"
"102822-60","05:00:00","22:00:00","3600","0"
"102822-600","05:00:00","22:00:00","300","0"
"102822-601","05:00:00","22:00:00","300","0"
"102822-602","05:00:00","22:00:00","300","0"
"102822-603","05:00:00","22:00:00","300","0"
"102822-604","05:00:00","22:00:00","7200","0"
"102822-605","05:00:00","22:00:00","7200","0"
"102822-606","05:00:00","22:00:00","1800","0"
"102822-607","05:00:00","22:00:00","1800","0"
"102822-608","05:00:00","22:00:00","360","0"
"102822-609","05:00:00","22:00:00","360","0"
"102822-61","05:00:00","22:00:00","3600","0"
"102822-610","05:00:00","22:00:00","300","0"
"102822-611","05:00:00","22:00:00","300","0"
"102822-612","05:00:00","22:00:00","420","0"
"102822-613","05:00:00","22:00:00","420","0"
"102822-614","05:00:00","22:00:00","420","0"
"102822-615","05:00:00","22:00:00","420","0"
"102822-616","05:00:00","22:00:00","1200","0"
"102822-617","05:00:00","22:00:00","1200","0"
"102822-618","05:00:00","22:00:00","3600","0"
"102822-619","05:00:00","22:00:00","3600","0"
"102822-62","05:00:00","22:00:00","600","0"
"102822-620","05:00:00","22:00:00","600","0"
"102822-621","05:00:00","22:00:00","600","0"
"102822-622","05:00:00","22:00:00","300","0"
"102822-623","05:00:00","22:00:00","300","0"
"102822-624","05:00:00","22:00:00","300","0"
"102822-625","05:00:00","22:00:00","300","0"
"102822-626","05:00:00","22:00:00","420","0"
"102822-627","05:00:00","22:00:00","420","0"
"102822-628","05:00:00","22:00:00","600","0"
"102822-629","05:00:00","22:00:00","600","0"
"102822-63","05:00:00","22:00:00","600","0"
"102822-630","05:00:00","22:00:00","300","0"
"102822-631","05:00:00","22:00:00","300","0"
"102822-632","05:00:00","22:00:00","300","0"
"102822-633","05:00:00","22:00:00","300","0"
"102822-634","05:00:00","22:00:00","300","0"
"102822-635","05:00:00","22:00:00","300","0"
"102822-636","05:00:00","22:00:00","240","0"
"102822-637","05:00:00","22:00:00","240","0"
"102822-638","05:00:00","22:00:00","600","0"
"102822-639","05:00:00","22:00:00","600","0"
"102822-64","05:00:00","22:00:00","3600","0"
"102822-640","05:00:00","22:00:00","600","0"
"102822-641","05:00:00","22:00:00","600","0"
"102822-642","05:00:00","22:00:00","2700","0"
"102822-643","05:00:00","22:00:00","2700","0"
"102822-644","05:00:00","22:00:00","1200","0"
"102822-645","05:00:00","22:00:00","1200","0"
"102822-646","05:00:00","22:00:00","1800","0"
"102822-647","05:00:00","22:00:00","1800","0"
"102822-648","05:00:00","22:00:00","300","0"
"102822-649","05:00:00","22:00:00","300","0"
"102822-65","05:00:00","22:00:00","3600","0"
"102822-650","05:00:00","22:00:00","900","0"
"102822-651","05:00:00","22:00:00","900","0"
"102822-652","05:00:00","22:00:00","600","0"
"102822-653","05:00:00","22:00:00","600","0"
"102822-654","05:00:00","22:00:00","1200","0"
"102822-655","05:00:00","22:00:00","1200","0"
"102822-656","05:00:00","22:00:00","600","0"
"102822-657","05:00:00","22:00:00","600","0"
"102822-658","05:00:00","22:00:00","900","0"
"102822-659","05:00:00","22:00:00","900","0"
"102822-66","05:00:00","22:00:00","3600","0"
"102822-660","05:00:00","22:00:00","600","0"
"102822-661","05:00:00","22:00:00","600","0"
"102822-662","05:00:00","22:00:00","1500","0"
"102822-663","05:00:00","22:00:00","1500","0"
"102822-664","05:00:00","22:00:00","720","0"
"102822-665","05:00:00","22:00:00","720","0"
"102822-666","05:00:00","22:00:00","720","0"
"102822-667","05:00:00","22:00:00","720","0"
"102822-668","05:00:00","22:00:00","600","0"
"102822-669","05:00:00","22:00:00","600","0"
"102822-67","05:00:00","22:00:00","3600","0"
"102822-670","05:00:00","22:00:00","900","0"
"102822-671","05:00:00","22:00:00","900","0"
"102822-672","05:00:00","22:00:00","900","0"
"102822-673","05:00:00","22:00:00","900","0"
"102822-674","05:00:00","22:00:00","900","0"
"102822-675","05:00:00","22:00:00","900","0"
"102822-676","05:00:00","22:00:00","600","0"
"102822-677","05:00:00","22:00:00","600","0"
"102822-678","05:00:00","22:00:00","1200","0"
"102822-679","05:00:00","22:00:00","1200","0"
"102822-68","05:00:00","22:00:00","3600","0"
"102822-680","05:00:00","22:00:00","300","0"
"102822-681","05:00:00","22:00:00","300","0"
"102822-682","05:00:00","22:00:00","300","0"
"102822-683","05:00:00","22:00:00","300","0"
"102822-684","05:00:00","22:00:00","1500","0"
"102822-685","05:00:00","22:00:00","1500","0"
"102822-686","05:00:00","22:00:00","1800","0"
"102822-687","05:00:00","22:00:00","1800","0"
"102822-688","05:00:00","22:00:00","600","0"
"102822-689","05:00:00","22:00:00","600","0"
"102822-69","05:00:00","22:00:00","3600","0"
"102822-690","05:00:00","22:00:00","1500","0"
"102822-691","05:00:00","22:00:00","1500","0"
"102822-692","05:00:00","22:00:00","2100","0"
"102822-693","05:00:00","22:00:00","2100","0"
"102822-694","05:00:00","22:00:00","180","0"
"102822-695","05:00:00","22:00:00","180","0"
"102822-696","05:00:00","22:00:00","1500","0"
"102822-697","05:00:00","22:00:00","1500","0"
"102822-698","05:00:00","22:00:00","900","0"
"102822-699","05:00:00","22:00:00","900","0"
"102822-7","05:00:00","22:00:00","300","0"
"102822-70","05:00:00","22:00:00","420","0"
"102822-700","05:00:00","22:00:00","1500","0"
"102822-701","05:00:00","22:00:00","1500","0"
"102822-702","05:00:00","22:00:00","900","0"
"102822-703","05:00:00","22:00:00","900","0"
"102822-704","05:00:00","22:00:00","1800","0"
"102822-705","05:00:00","22:00:00","1800","0"
"102822-706","05:00:00","22:00:00","900","0"
"102822-707","05:00:00","22:00:00","900","0"
"102822-708","05:00:00","22:00:00","2100","0"
"102822-709","05:00:00","22:00:00","2100","0"
"102822-71","05:00:00","22:00:00","420","0"
"102822-710","05:00:00","22:00:00","1200","0"
"102822-711","05:00:00","22:00:00","1200","0"
"102822-712","05:00:00","22:00:00","1200","0"
"102822-713","05:00:00","22:00:00","1200","0"
"102822-714","05:00:00","22:00:00","1500","0"
"102822-715","05:00:00","22:00:00","1500","0"
"102822-716","05:00:00","22:00:00","1200","0"
"102822-717","05:00:00","22:00:00","1200","0"
"102822-718","05:00:00","22:00:00","1800","0"
"102822-719","05:00:00","22:00:00","1800","0"
"102822-72","05:00:00","22:00:00","300","0"
"102822-720","05:00:00","22:00:00","900","0"
"102822-721","05:00:00","22:00:00","900","0"
"102822-722","05:00:00","22:00:00","1800","0"
"102822-723","05:00:00","22:00:00","1800","0"
"102822-724","05:00:00","22:00:00","300","0"
"102822-725","05:00:00","22:00:00","300","0"
"102822-726","05:00:00","22:00:00","1800","0"
"102822-727","05:00:00","22:00:00","1800","0"
"102822-728","05:00:00","22:00:00","1800","0"
"102822-729","05:00:00","22:00:00","1800","0"
"102822-73","05:00:00","22:00:00","300","0"
"102822-730","05:00:00","22:00:00","1800","0"
"102822-731","05:00:00","22:00:00","1800","0"
"102822-732","05:00:00","22:00:00","1800","0"
"102822-733","05:00:00","22:00:00","1800","0"
"102822-734","05:00:00","22:00:00","900","0"
"102822-735","05:00:00","22:00:00","900","0"
"102822-736","05:00:00","22:00:00","1800","0"
"102822-737","05:00:00","22:00:00","1800","0"
"102822-738","05:00:00","22:00:00","1800","0"
"102822-739","05:00:00","22:00:00","1800","0"
"102822-74","05:00:00","22:00:00","3600","0"
"102822-740","05:00:00","22:00:00","3600","0"
"102822-741","05:00:00","22:00:00","3600","0"
"102822-742","05:00:00","22:00:00","1800","0"
"102822-743","05:00:00","22:00:00","1800","0"
"102822-744","05:00:00","22:00:00","1800","0"
"102822-745","05:00:00","22:00:00","1800","0"
"102822-746","05:00:00","22:00:00","1800","0"
"102822-747","05:00:00","22:00:00","1800","0"
"102822-748","05:00:00","22:00:00","1200","0"
"102822-749","05:00:00","22:00:00","1200","0"
"102822-75","05:00:00","22:00:00","3600","0"
"102822-750","05:00:00","22:00:00","1200","0"
"102822-751","05:00:00","22:00:00","1200","0"
"102822-752","05:00:00","22:00:00","1800","0"
"102822-753","05:00:00","22:00:00","1800","0"
"102822-754","05:00:00","22:00:00","1800","0"
"102822-755","05:00:00","22:00:00","1800","0"
"102822-756","05:00:00","22:00:00","1800","0"
"102822-757","05:00:00","22:00:00","1800","0"
"102822-758","05:00:00","22:00:00","1800","0"
"102822-759","05:00:00","22:00:00","1800","0"
"102822-76","05:00:00","22:00:00","3600","0"
"102822-760","05:00:00","22:00:00","900","0"
"102822-761","05:00:00","22:00:00","900","0"
"102822-762","05:00:00","22:00:00","1200","0"
"102822-763","05:00:00","22:00:00","1200","0"
"102822-764","05:00:00","22:00:00","900","0"
"102822-765","05:00:00","22:00:00","900","0"
"102822-766","05:00:00","22:00:00","600","0"
"102822-767","05:00:00","22:00:00","600","0"
"102822-768","05:00:00","22:00:00","1200","0"
"102822-769","05:00:00","22:00:00","1200","0"
"102822-77","05:00:00","22:00:00","3600","0"
"102822-770","05:00:00","22:00:00","900","0"
"102822-771","05:00:00","22:00:00","900","0"
"102822-772","05:00:00","22:00:00","600","0"
"102822-773","05:00:00","22:00:00","600","0"
"102822-774","05:00:00","22:00:00","900","0"
"102822-775","05:00:00","22:00:00","900","0"
"102822-776","05:00:00","22:00:00","1800","0"
"102822-777","05:00:00","22:00:00","1800","0"
"102822-778","05:00:00","22:00:00","1800","0"
"102822-779","05:00:00","22:00:00","1800","0"
"102822-78","05:00:00","22:00:00","900","0"
"102822-780","05:00:00","22:00:00","1800","0"
"102822-781","05:00:00","22:00:00","1800","0"
"102822-782","05:00:00","22:00:00","1200","0"
"102822-783","05:00:00","22:00:00","1200","0"
"102822-784","05:00:00","22:00:00","1800","0"
"102822-785","05:00:00","22:00:00","1800","0"
"102822-786","05:00:00","22:00:00","1800","0"
"102822-788","05:00:00","22:00:00","1200","0"
"102822-789","05:00:00","22:00:00","1200","0"
"102822-79","05:00:00","22:00:00","900","0"
"102822-790","05:00:00","22:00:00","1800","0"
"102822-791","05:00:00","22:00:00","1800","0"
"102822-792","05:00:00","22:00:00","1200","0"
"102822-793","05:00:00","22:00:00","1200","0"
"102822-794","05:00:00","22:00:00","1800","0"
"102822-795","05:00:00","22:00:00","1800","0"
"102822-796","05:00:00","22:00:00","1800","0"
"102822-797","05:00:00","22:00:00","1800","0"
"102822-798","05:00:00","22:00:00","1200","0"
"102822-799","05:00:00","22:00:00","1200","0"
"102822-8","05:00:00","22:00:00","600","0"
"102822-80","05:00:00","22:00:00","3600","0"
"102822-800","05:00:00","22:00:00","1200","0"
"102822-801","05:00:00","22:00:00","1200","0"
"102822-802","05:00:00","22:00:00","900","0"
"102822-803","05:00:00","22:00:00","900","0"
"102822-804","05:00:00","22:00:00","900","0"
"102822-805","05:00:00","22:00:00","900","0"
"102822-806","05:00:00","22:00:00","300","0"
"102822-807","05:00:00","22:00:00","300","0"
"102822-808","05:00:00","22:00:00","900","0"
"102822-809","05:00:00","22:00:00","900","0"
"102822-81","05:00:00","22:00:00","3600","0"
"102822-810","05:00:00","22:00:00","900","0"
"102822-811","05:00:00","22:00:00","900","0"
"102822-812","05:00:00","22:00:00","900","0"
"102822-813","05:00:00","22:00:00","900","0"
"102822-814","05:00:00","22:00:00","600","0"
"102822-815","05:00:00","22:00:00","600","0"
"102822-816","05:00:00","22:00:00","900","0"
"102822-817","05:00:00","22:00:00","900","0"
"102822-818","05:00:00","22:00:00","1200","0"
"102822-819","05:00:00","22:00:00","1200","0"
"102822-82","05:00:00","22:00:00","3600","0"
"102822-820","05:00:00","22:00:00","600","0"
"102822-821","05:00:00","22:00:00","600","0"
"102822-822","05:00:00","22:00:00","1847","0"
"102822-823","05:00:00","22:00:00","1847","0"
"102822-824","05:00:00","22:00:00","1800","0"
"102822-825","05:00:00","22:00:00","1800","0"
"102822-826","05:00:00","22:00:00","3540","0"
"102822-827","05:00:00","22:00:00","3540","0"
"102822-828","05:00:00","22:00:00","600","0"
"102822-829","05:00:00","22:00:00","600","0"
"102822-83","05:00:00","22:00:00","3600","0"
"102822-830","05:00:00","22:00:00","300","0"
"102822-831","05:00:00","22:00:00","300","0"
"102822-832","05:00:00","22:00:00","600","0"
"102822-833","05:00:00","22:00:00","600","0"
"102822-834","05:00:00","22:00:00","1200","0"
"102822-835","05:00:00","22:00:00","1200","0"
"102822-836","05:00:00","22:00:00","1800","0"
"102822-837","05:00:00","22:00:00","1800","0"
"102822-838","05:00:00","22:00:00","1800","0"
"102822-839","05:00:00","22:00:00","1800","0"
"102822-84","05:00:00","22:00:00","780","0"
"102822-840","05:00:00","22:00:00","1200","0"
"102822-841","05:00:00","22:00:00","1200","0"
"102822-842","05:00:00","22:00:00","1200","0"
"102822-843","05:00:00","22:00:00","1200","0"
"102822-844","05:00:00","22:00:00","1200","0"
"102822-845","05:00:00","22:00:00","1200","0"
"102822-846","05:00:00","22:00:00","3600","0"
"102822-847","05:00:00","22:00:00","3600","0"
"102822-848","05:00:00","22:00:00","3600","0"
"102822-849","05:00:00","22:00:00","3600","0"
"102822-85","05:00:00","22:00:00","780","0"
"102822-850","05:00:00","22:00:00","1200","0"
"102822-851","05:00:00","22:00:00","1200","0"
"102822-852","05:00:00","22:00:00","1800","0"
"102822-853","05:00:00","22:00:00","1800","0"
"102822-854","05:00:00","22:00:00","1500","0"
"102822-855","05:00:00","22:00:00","1500","0"
"102822-856","05:00:00","22:00:00","900","0"
"102822-857","05:00:00","22:00:00","900","0"
"102822-858","05:00:00","22:00:00","600","0"
"102822-859","05:00:00","22:00:00","600","0"
"102822-86","05:00:00","22:00:00","600","0"
"102822-860","05:00:00","22:00:00","600","0"
"102822-861","05:00:00","22:00:00","600","0"
"102822-862","05:00:00","22:00:00","600","0"
"102822-863","05:00:00","22:00:00","600","0"
"102822-864","05:00:00","22:00:00","300","0"
"102822-865","05:00:00","22:00:00","300","0"
"102822-866","05:00:00","22:00:00","1500","0"
"102822-867","05:00:00","22:00:00","1500","0"
"102822-868","05:00:00","22:00:00","600","0"
"102822-869","05:00:00","22:00:00","600","0"
"102822-87","05:00:00","22:00:00","600","0"
"102822-870","05:00:00","22:00:00","900","0"
"102822-871","05:00:00","22:00:00","900","0"
"102822-872","05:00:00","22:00:00","600","0"
"102822-873","05:00:00","22:00:00","600","0"
"102822-874","05:00:00","22:00:00","1800","0"
"102822-875","05:00:00","22:00:00","1800","0"
"102822-876","05:00:00","22:00:00","1200","0"
"102822-877","05:00:00","22:00:00","1200","0"
"102822-878","05:00:00","22:00:00","900","0"
"102822-879","05:00:00","22:00:00","900","0"
"102822-88","05:00:00","07:00:00","2400","0"
"102822-88","07:00:00","09:00:00","1800","0"
"102822-88","09:00:00","20:00:00","1080","0"
"102822-880","05:00:00","22:00:00","900","0"
"102822-881","05:00:00","22:00:00","900","0"
"102822-882","05:00:00","22:00:00","900","0"
"102822-883","05:00:00","22:00:00","900","0"
"102822-884","05:00:00","22:00:00","1200","0"
"102822-885","05:00:00","22:00:00","1200","0"
"102822-886","05:00:00","22:00:00","900","0"
"102822-887","05:00:00","22:00:00","900","0"
"102822-888","05:00:00","22:00:00","1800","0"
"102822-889","05:00:00","22:00:00","1800","0"
"102822-89","05:00:00","07:00:00","2400","0"
"102822-89","07:00:00","09:00:00","1800","0"
"102822-89","09:00:00","20:00:00","1080","0"
"102822-890","05:00:00","22:00:00","1200","0"
"102822-891","05:00:00","22:00:00","1200","0"
"102822-892","05:00:00","22:00:00","1800","0"
"102822-893","05:00:00","22:00:00","1800","0"
"102822-894","05:00:00","22:00:00","1800","0"
"102822-895","05:00:00","22:00:00","1800","0"
"102822-896","05:00:00","22:00:00","1200","0"
"102822-897","05:00:00","22:00:00","1200","0"
"102822-898","05:00:00","22:00:00","1200","0"
"102822-899","05:00:00","22:00:00","1200","0"
"102822-9","05:00:00","22:00:00","600","0"
"102822-90","05:00:00","22:00:00","3600","0"
"102822-900","05:00:00","22:00:00","600","0"
"102822-901","05:00:00","22:00:00","600","0"
"102822-902","05:00:00","22:00:00","1200","0"
"102822-903","05:00:00","22:00:00","1200","0"
"102822-904","05:00:00","22:00:00","900","0"
"102822-905","05:00:00","22:00:00","900","0"
"102822-906","05:00:00","22:00:00","1200","0"
"102822-907","05:00:00","22:00:00","1200","0"
"102822-908","05:00:00","22:00:00","1800","0"
"102822-909","05:00:00","22:00:00","1800","0"
"102822-91","05:00:00","22:00:00","3600","0"
"102822-910","05:00:00","22:00:00","1800","0"
"102822-911","05:00:00","22:00:00","1800","0"
"102822-912","05:00:00","22:00:00","1800","0"
"102822-913","05:00:00","22:00:00","1800","0"
"102822-914","05:00:00","22:00:00","1800","0"
"102822-915","05:00:00","22:00:00","1800","0"
"102822-916","05:00:00","22:00:00","1800","0"
"102822-917","05:00:00","22:00:00","1800","0"
"102822-918","05:00:00","22:00:00","1800","0"
"102822-919","05:00:00","22:00:00","1800","0"
"102822-92","05:00:00","22:00:00","1800","0"
"102822-920","05:00:00","22:00:00","1800","0"
"102822-921","05:00:00","22:00:00","1800","0"
"102822-922","05:00:00","22:00:00","1800","0"
"102822-923","05:00:00","22:00:00","1800","0"
"102822-924","05:00:00","22:00:00","1800","0"
"102822-925","05:00:00","22:00:00","1800","0"
"102822-926","05:00:00","22:00:00","1800","0"
"102822-927","05:00:00","22:00:00","1800","0"
"102822-928","05:00:00","22:00:00","600","0"
"102822-929","05:00:00","22:00:00","600","0"
"102822-93","05:00:00","22:00:00","1800","0"
"102822-930","05:00:00","22:00:00","1800","0"
"102822-931","05:00:00","22:00:00","1800","0"
"102822-932","05:00:00","22:00:00","900","0"
"102822-933","05:00:00","22:00:00","900","0"
"102822-934","05:00:00","22:00:00","900","0"
"102822-935","05:00:00","22:00:00","900","0"
"102822-936","05:00:00","22:00:00","900","0"
"102822-937","05:00:00","22:00:00","900","0"
"102822-938","05:00:00","22:00:00","900","0"
"102822-939","05:00:00","22:00:00","900","0"
"102822-94","05:00:00","22:00:00","1200","0"
"102822-940","05:00:00","22:00:00","600","0"
"102822-941","05:00:00","22:00:00","600","0"
"102822-942","05:00:00","22:00:00","900","0"
"102822-943","05:00:00","22:00:00","900","0"
"102822-944","05:00:00","22:00:00","1800","0"
"102822-945","05:00:00","22:00:00","1800","0"
"102822-946","05:00:00","22:00:00","1800","0"
"102822-947","05:00:00","22:00:00","1800","0"
"102822-948","05:00:00","22:00:00","1200","0"
"102822-949","05:00:00","22:00:00","1200","0"
"102822-95","05:00:00","22:00:00","1200","0"
"102822-950","05:00:00","22:00:00","1200","0"
"102822-951","05:00:00","22:00:00","1200","0"
"102822-952","05:00:00","22:00:00","1200","0"
"102822-953","05:00:00","22:00:00","1200","0"
"102822-954","05:00:00","22:00:00","600","0"
"102822-955","05:00:00","22:00:00","600","0"
"102822-956","05:00:00","22:00:00","900","0"
"102822-957","05:00:00","22:00:00","900","0"
"102822-958","05:00:00","22:00:00","1800","0"
"102822-959","05:00:00","22:00:00","1800","0"
"102822-96","05:00:00","22:00:00","900","0"
"102822-960","05:00:00","22:00:00","900","0"
"102822-961","05:00:00","22:00:00","900","0"
"102822-962","05:00:00","22:00:00","1800","0"
"102822-963","05:00:00","22:00:00","1800","0"
"102822-964","05:00:00","22:00:00","1800","0"
"102822-965","05:00:00","22:00:00","1800","0"
"102822-966","05:00:00","22:00:00","1800","0"
"102822-967","05:00:00","22:00:00","1800","0"
"102822-968","05:00:00","22:00:00","1800","0"
"102822-969","05:00:00","22:00:00","1800","0"
"102822-97","05:00:00","22:00:00","900","0"
"102822-970","05:00:00","22:00:00","1800","0"
"102822-971","05:00:00","22:00:00","1800","0"
"102822-972","05:00:00","22:00:00","1800","0"
"102822-973","05:00:00","22:00:00","1800","0"
"102822-974","05:00:00","22:00:00","1200","0"
"102822-975","05:00:00","22:00:00","1200","0"
"102822-976","05:00:00","22:00:00","1800","0"
"102822-977","05:00:00","22:00:00","1800","0"
"102822-978","05:00:00","22:00:00","1200","0"
"102822-979","05:00:00","22:00:00","1200","0"
"102822-98","05:00:00","22:00:00","900","0"
"102822-99","05:00:00","22:00:00","900","0"
